NPC编号	对象类型	头像	名称	描边参数	模型编号	特效资源	特效出现方式	特效消失方式	触发半径	触发系列号	脚本编号	阻挡信息	发射点高度	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	命中	物理暴击	魔法暴击	等级	对话显示修正	对话显示缩放	出生程序特效	死亡程序特效
trigger_300031_005	TriggerNpc			1	g514|body|g514_body_t1	0			6.000000	2		2,14,4	0.000000	0	0	0	0	0	0	0	0		1.000000	0	0
trigger_300042_001	TriggerNpc			1	g522|body|g522_body_t1	0		2,die01	6.000000	3		2,8,2	0.000000	0	0	0	0	0	0	0	0	0,0.3,0.65	1.000000	0	0
trigger_300042_002	TriggerNpc			1	g522|body|g522_body_t1	0		2,die01	6.000000	4		2,8,2	0.000000	0	0	0	0	0	0	0	0	0,0.3,0.65	1.000000	0	0
trigger_300042_002_1	TriggerNpc			1	g522|body|g522_body_t1	0		2,die01	6.000000	4		2,8,2	0.000000	0	0	0	0	0	0	0	0	0,0.3,0.65	1.000000	0	0
trigger_300042_003	TriggerNpc			1	g522|body|g522_body_t1	0		2,die01	6.000000	5		2,8,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300042_004	TriggerNpc			1	g522|body|g522_body_t1	0		2,die01	6.000000	3		2,8,2	0.000000	0	0	0	0	0	0	0	0	0,0.3,0.65	1.000000	0	0
trigger_300042_005	TriggerNpc			1	g522|body|g522_body_t1	0		2,die01	6.000000	4		2,8,2	0.000000	0	0	0	0	0	0	0	0	0,0.3,0.65	1.000000	0	0
trigger_300042_006	TriggerNpc			1	g522|body|g522_body_t1	0		2,die01	6.000000	4		2,8,2	0.000000	0	0	0	0	0	0	0	0	0,0.3,0.65	1.000000	0	0
trigger_300051_001	TriggerNpc			0		0			6.000000	1		2,8,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300051_002	TriggerNpc			0		0			6.000000	2		2,8,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300051_003	TriggerNpc			0		0			6.000000	3		2,8,9	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300051_005	TriggerNpc			0		0			6.000000	5		2,8,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300051_006	TriggerNpc			0		0			6.000000	6		2,8,9	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300051_008	TriggerNpc			0		0			6.000000	6		2,8,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300052_001	TriggerNpc			0		0			6.000000	1		2,8,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300052_002	TriggerNpc			0		0			6.000000	2		2,8,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300052_003	TriggerNpc			0		0			6.000000	3		2,10,12	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300052_005	TriggerNpc			0		2000001			6.000000	5		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300052_006	TriggerNpc			0		0			6.000000	6		2,11,13	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_300052_008	TriggerNpc			0		0			6.000000	6		2,8,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30008_001	TriggerNpc			0		2000002			0.000000	0		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30008_002	TriggerNpc			0		2000002			0.000000	0		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30008_003	TriggerNpc			0		2000002			0.000000	0		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30008_004	TriggerNpc			0		2000002			0.000000	0		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_200031_001	TriggerNpc			1	g517|body|g517_body_t1	0		2,die01	6.000000	1		2,16,3	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_200031_002	TriggerNpc			1	g517|body|g517_body_t1	0		2,die01	6.000000	2		2,22,3	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_200031_003	TriggerNpc			1	g517|body|g517_body_t1	0		2,die01	6.000000	3		2,22,3	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_200031_004	TriggerNpc			1	g517|body|g517_body_t1	0		2,die01	6.000000	4		2,22,3	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_200031_005	TriggerNpc			1	g517|body|g517_body_t1	0		2,die01	6.000000	5		2,22,3	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_200031_006	TriggerNpc			1	g517|body|g517_body_t1	0		2,die01	6.000000	6		2,12,3	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_200031_007	TriggerNpc			1	g517|body|g517_body_t1	0		2,die01	6.000000	7		2,12,3	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_200031_008	TriggerNpc			1	g517|body|g517_body_t1	0		2,die01	6.000000	8		2,22,3	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_200031_009	TriggerNpc			1	g517|body|g517_body_t1	0		2,die01	6.000000	9		2,22,3	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_200031_010	TriggerNpc			1	g517|body|g517_body_t1	0		2,die01	6.000000	10		2,22,3	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_001	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_002	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_003	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_004	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_005	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_006	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_007	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_008	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_009	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_010	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_011	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_012	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100001_013	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_001	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_002	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_003	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_004	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_005	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_006	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_007	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_008	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_009	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_010	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_011	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_012	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100011_013	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_001	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_002	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_003	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_004	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_005	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_006	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_007	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_008	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_009	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_010	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_011	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_012	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100021_013	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100031_001	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100031_002	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100031_003	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100031_004	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100031_005	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100041_001	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100041_002	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100041_003	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100041_004	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_incident_100041_005	AdventureNpc			0		0			4.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350011_001	TriggerNpc			0		110042			6.000000	10		2,15,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350011_002	TriggerNpc			0		110042			6.000000	10		2,15,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350011_003	TriggerNpc			0		110042			6.000000	10		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350011_004	TriggerNpc			0		0			6.000000	10		2,15,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350011_005	TriggerNpc			0		0			6.000000	10		2,15,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350011_006	TriggerNpc			0		0			6.000000	10		2,15,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350011_007	TriggerNpc			0		110042			6.000000	10		2,15,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350021_001	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350021_002	TriggerNpc			0		110042			6.000000	10		2,11,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350021_003	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350021_004	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350021_005	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350021_006	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350021_007	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350021_008	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_350031_001	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35005_001	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35005_002	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35005_003	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35005_004	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35004_001	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35004_002	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35004_003	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35004_004	TriggerNpc			0		110042			6.000000	10		2,22,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35004_005	TriggerNpc			0		110042			6.000000	10		2,22,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35004_006	TriggerNpc			0		110042			6.000000	10		2,22,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35004_007	TriggerNpc			0		110042			6.000000	10		2,22,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35004_008	TriggerNpc			0		110042			6.000000	10		2,22,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35006_001	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35006_002	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35006_003	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35006_004	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35007_001	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35007_002	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35007_003	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35007_004	TriggerNpc			0		110042			6.000000	10		2,22,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_35007_004	TriggerNpc			0		110042			6.000000	10		2,22,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30012_001	TriggerNpc			0		2000006			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30012_002	TriggerNpc			0		2000007			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30012_003	TriggerNpc			0		2000008			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30012_004	TriggerNpc			0		110042			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30012_005	TriggerNpc			0		2000007			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30012_006	TriggerNpc			0		2000008			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_20021_001	TriggerNpc			0		0			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_20021_002	TriggerNpc			0		0			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_20021_003	TriggerNpc			0		0			6.000000	10		2,16,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_20021_004	TriggerNpc			0		0			6.000000	10		2,22,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_guild_activity_001	TriggerNpc			1	g032|body|g032_body_t1	0			0.000000	0		1,6.5	0.000000	0	0	0	0	0	0	0	0		0.000000	110001	110002
trigger_guild_activity_002	TriggerNpc			0		0			0.000000	0		2,2,2	0.000000	0	0	0	0	0	0	0	0		0.000000	110001	110002
trigger_guild_activity_003	TriggerNpc			0		0			0.000000	0		2,2,2	0.000000	0	0	0	0	0	0	0	0		0.000000	110001	110002
trigger_guild_activity_004	TriggerNpc			0		0			0.000000	0		1,1	0.000000	0	0	0	0	0	0	0	0		0.000000	110001	110002
trigger_guild_activity_005	TriggerNpc			0		0			0.000000	0		1,1	0.000000	0	0	0	0	0	0	0	0		0.000000	110001	110002
trigger_grail_altar_001	TriggerNpc			1	g533|body|g533_body_t1	0			3.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_20007_001	TriggerNpc			0		10000021			6.000000	23		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_20007_002	TriggerNpc			0		10000021			6.000000	23		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_20012_001	TriggerNpc			0		10000021			6.000000	23		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_20012_002	TriggerNpc			0		10000021			6.000000	23		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_wood_01	TriggerNpc		wood_01	1	g533|body|g533_body_t1	0			3.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_wood_02	TriggerNpc		wood_01	1	g533|body|g533_body_t1	0			3.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_way_guide	TriggerNpc			0		10000012			2.000000	0	npc/yucun/trigger_way_guide.lua		0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_stone_01	TriggerNpc		stone_01	1	g533|body|g533_body_t1	0			3.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_stone_02	TriggerNpc		stone_02	1	g533|body|g533_body_t1	0			3.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_guildleague_blueborndamage	TriggerNpc			0		0			6.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_guildleague_redborndamage	TriggerNpc			0		0			6.000000	0			0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_guildleague_blueborn	TriggerNpc			0		2100202			0.000000	0		2,40,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_guildleague_redborn	TriggerNpc			0		2100202			0.000000	0		2,40,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_guildleague_bluetopfight	TriggerNpc			0		2100202			0.000000	0		2,40,5	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_guildleague_redtopfight	TriggerNpc			0		2100202			0.000000	0		2,40,5	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_10007_001	TriggerNpc			0		110042			0.000000	0		2,18,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30009_001	TriggerNpc			0		110042			0.000000	0		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30009_002	TriggerNpc			0		110042			0.000000	0		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30009_003	TriggerNpc			0		110042			0.000000	0		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30009_004	TriggerNpc			0		110042			0.000000	0		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_30009_005	TriggerNpc			0		110042			0.000000	0		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_90004_001	TriggerNpc			0		110042			0.000000	0		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_20023_001	TriggerNpc			0		2100202			3.000000	0		2,10,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_60001_01	TriggerNpc			0		110042			3.000000	0		2,10,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_60001_02	TriggerNpc			0		110042			3.000000	0		2,10,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_60001_03	TriggerNpc			0		110042			3.000000	0		2,10,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_60001_04	TriggerNpc			0		110042			3.000000	0		2,10,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_60001_05	TriggerNpc			0		110042			3.000000	0		2,10,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_60001_06	TriggerNpc			0		110042			3.000000	0		2,10,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_60001_07	TriggerNpc			0		110042			3.000000	0		2,10,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_60001_08	TriggerNpc			0		110042			3.000000	0		2,10,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_camppvp_red	TriggerNpc			0		10000021			6.000000	23		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_camppvp_blue	TriggerNpc			0		10000021			6.000000	23		2,20,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_1961_001	TriggerNpc			0		110042			0.000000	0		2,30,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_1961_002	TriggerNpc			0		110042			0.000000	0		2,15,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_1961_003	TriggerNpc			0		110042			0.000000	0		2,15,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_1961_004	TriggerNpc			0		110042			0.000000	0		2,60,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
trigger_1961_005	TriggerNpc			0		110042			0.000000	0		2,60,2	0.000000	0	0	0	0	0	0	0	0		0.000000	0	0
