ID	图鉴	副本ID	技能名	技能描述	应对方式
88	100056	1031	NSkName100056_04	NSkDes100056_04	NSkSolution100056_04
89	100056	1031	NSkName100056_05	NSkDes100056_05	NSkSolution100056_05
90	100056	1031	NSkName100056_06	NSkDes100056_06	NSkSolution100056_06
91	100056	1032	HSkName100056_01	HSkDes100056_01	HSkSolution100056_01
92	100056	1032	HSkName100056_02	HSkDes100056_02	HSkSolution100056_02
93	100056	1032	HSkName100056_03	HSkDes100056_03	HSkSolution100056_03
94	100056	1032	HSkName100056_04	HSkDes100056_04	HSkSolution100056_04
95	100056	1032	HSkName100056_05	HSkDes100056_05	HSkSolution100056_05
96	100056	1032	HSkName100056_06	HSkDes100056_06	HSkSolution100056_06
97	100056	1032	HSkName100056_07	HSkDes100056_07	HSkSolution100056_07
98	100056	1032	HSkName100056_08	HSkDes100056_08	HSkSolution100056_08
99	100059	1100	NSkName100059_01	NSkDes100059_01	NSkSolution100059_01
100	100059	1100	NSkName100059_02	NSkDes100059_02	NSkSolution100059_02
101	100059	1100	NSkName100059_03	NSkDes100059_03	NSkSolution100059_03
102	100061	1100	NSkName100061_01	NSkDes100061_01	NSkSolution100061_01
103	100061	1100	NSkName100061_02	NSkDes100061_02	NSkSolution100061_02
104	100061	1100	NSkName100061_03	NSkDes100061_03	NSkSolution100061_03
105	100061	1100	NSkName100061_04	NSkDes100061_04	NSkSolution100061_04
106	100062	1100	NSkName100062_01	NSkDes100062_01	NSkSolution100062_01
107	100062	1100	NSkName100062_02	NSkDes100062_02	NSkSolution100062_02
108	100062	1100	NSkName100062_03	NSkDes100062_03	NSkSolution100062_03
109	100062	1100	NSkName100062_04	NSkDes100062_04	NSkSolution100062_04
110	100062	1100	NSkName100062_05	NSkDes100062_05	NSkSolution100062_05
111	100075	1033	NSkName100075_01	NSkDes100075_01	NSkSolution100075_01
112	100075	1033	NSkName100075_02	NSkDes100075_02	NSkSolution100075_02
113	100075	1033	NSkName100075_03	NSkDes100075_03	NSkSolution100075_03
114	100075	1033	NSkName100075_04	NSkDes100075_04	NSkSolution100075_04
115	100075	1033	NSkName100075_05	NSkDes100075_05	NSkSolution100075_05
116	100075	1034	HSkName100075_01	HSkDes100075_01	HSkSolution100075_01
117	100075	1034	HSkName100075_02	HSkDes100075_02	HSkSolution100075_02
118	100075	1034	HSkName100075_03	HSkDes100075_03	HSkSolution100075_03
119	100075	1034	HSkName100075_04	HSkDes100075_04	HSkSolution100075_04
120	100075	1034	HSkName100075_05	HSkDes100075_05	HSkSolution100075_05
121	100077	1033	NSkName100077_01	NSkDes100077_01	NSkSolution100077_01
122	100077	1033	NSkName100077_02	NSkDes100077_02	NSkSolution100077_02
123	100077	1033	NSkName100077_03	NSkDes100077_03	NSkSolution100077_03
124	100077	1033	NSkName100077_04	NSkDes100077_04	NSkSolution100077_04
125	100077	1033	NSkName100077_05	NSkDes100077_05	NSkSolution100077_05
126	100077	1033	NSkName100077_06	NSkDes100077_06	NSkSolution100077_06
127	100077	1033	NSkName100077_07	NSkDes100077_07	NSkSolution100077_07
128	100077	1033	NSkName100077_08	NSkDes100077_08	NSkSolution100077_08
129	100077	1033	NSkName100077_09	NSkDes100077_09	NSkSolution100077_09
130	100077	1033	NSkName100077_10	NSkDes100077_10	NSkSolution100077_10
131	100077	1034	HSkName100077_01	HSkDes100077_01	HSkSolution100077_01
132	100077	1034	HSkName100077_02	HSkDes100077_02	HSkSolution100077_02
133	100077	1034	HSkName100077_03	HSkDes100077_03	HSkSolution100077_03
134	100077	1034	HSkName100077_04	HSkDes100077_04	HSkSolution100077_04
135	100077	1034	HSkName100077_05	HSkDes100077_05	HSkSolution100077_05
136	100077	1034	HSkName100077_06	HSkDes100077_06	HSkSolution100077_06
137	100077	1034	HSkName100077_07	HSkDes100077_07	HSkSolution100077_07
138	100077	1034	HSkName100077_08	HSkDes100077_08	HSkSolution100077_08
139	100077	1034	HSkName100077_09	HSkDes100077_09	HSkSolution100077_09
140	100077	1034	HSkName100077_10	HSkDes100077_10	HSkSolution100077_10
141	100080	1101	NSkName100080_01	NSkDes100080_01	NSkSolution100080_01
142	100080	1101	NSkName100080_02	NSkDes100080_02	NSkSolution100080_02
143	100080	1101	NSkName100080_03	NSkDes100080_03	NSkSolution100080_03
144	100080	1101	NSkName100080_04	NSkDes100080_04	NSkSolution100080_04
145	100080	1101	NSkName100080_05	NSkDes100080_05	NSkSolution100080_05
146	100080	1101	NSkName100080_06	NSkDes100080_06	NSkSolution100080_06
147	100080	1101	NSkName100080_07	NSkDes100080_07	NSkSolution100080_07
148	100080	1101	NSkName100080_08	NSkDes100080_08	NSkSolution100080_08
149	100080	1101	NSkName100080_09	NSkDes100080_09	NSkSolution100080_09
150	100086	1101	NSkName100086_01	NSkDes100086_01	NSkSolution100086_01
151	100086	1101	NSkName100086_02	NSkDes100086_02	NSkSolution100086_02
152	100086	1101	NSkName100086_03	NSkDes100086_03	NSkSolution100086_03
153	100086	1101	NSkName100086_04	NSkDes100086_04	NSkSolution100086_04
154	100086	1101	NSkName100086_05	NSkDes100086_05	NSkSolution100086_05
155	100086	1101	NSkName100086_06	NSkDes100086_06	NSkSolution100086_06
156	100086	1101	NSkName100086_07	NSkDes100086_07	NSkSolution100086_07
157	100086	1101	NSkName100086_08	NSkDes100086_08	NSkSolution100086_08
158	100086	1101	NSkName100086_09	NSkDes100086_09	NSkSolution100086_09
159	100086	1029	HSkName5min	NSkDes5min	NSkSolution5min
160	100086	1029	HSkName10min	NSkDes10min	NSkSolution10min
161	100086	1029	HSkNamewatchdog	NSkDeswatchdog	NSkSolutionwatchdog
162	100086	1029	HSkNameaxiupuna1	NSkDesaxiupuna1	NSkSolutionaxiupuna1
163	100086	1029	HSkNameaxiupuna2	NSkDesaxiupuna2	NSkSolutionaxiupuna2
164	100086	1029	HSkNamemengyan	NSkDesmengyan	NSkSolutionmengyan
165	100086	1029	HSkNamehandi	NSkDeshandi	NSkSolutionhandi
166	100200	1102	NSkName100200_01	NSkDes100200_01	NSkSolution100200_01
167	100200	1102	NSkName100200_02	NSkDes100200_02	NSkSolution100200_02
168	100200	1102	NSkName100200_03	NSkDes100200_03	NSkSolution100200_03
169	100200	1102	NSkName100200_04	NSkDes100200_04	NSkSolution100200_04
170	100200	1102	NSkName100200_05	NSkDes100200_05	NSkSolution100200_05
171	100200	1102	NSkName100200_06	NSkDes100200_06	NSkSolution100200_06
172	100200	1102	NSkName100200_07	NSkDes100200_07	NSkSolution100200_07
173	100200	1102	NSkName100200_08	NSkDes100200_08	NSkSolution100200_08
174	100200	1102	NSkName100200_09	NSkDes100200_09	NSkSolution100200_09
175	100200	1102	NSkName100200_10	NSkDes100200_10	NSkSolution100200_10
176	100200	1102	NSkName100200_11	NSkDes100200_11	NSkSolution100200_11
177	100201	1102	NSkName100201_01	NSkDes100201_01	NSkSolution100201_01
178	100201	1102	NSkName100201_02	NSkDes100201_02	NSkSolution100201_02
179	100201	1102	NSkName100201_03	NSkDes100201_03	NSkSolution100201_03
180	100201	1102	NSkName100201_04	NSkDes100201_04	NSkSolution100201_04
181	100201	1102	NSkName100201_05	NSkDes100201_05	NSkSolution100201_05
182	100202	1102	NSkName100201_06	NSkDes100201_06	NSkSolution100201_06
183	100202	1102	NSkName100201_07	NSkDes100201_07	NSkSolution100201_07
184	100202	1102	NSkName100201_08	NSkDes100201_08	NSkSolution100201_08
185	100203	1102	NSkName100201_09	NSkDes100201_09	NSkSolution100201_09
186	0	1103	NSkName100063_01	NSkDes100063_01	NSkSolution100063_01
187	0	1103	NSkName100063_02	NSkDes100063_02	NSkSolution100063_02
188	0	1103	NSkName100063_03	NSkDes100063_03	NSkSolution100063_03
189	0	1103	NSkName100064_01	NSkDes100064_01	NSkSolution100064_01
190	0	1103	NSkName100064_02	NSkDes100064_02	NSkSolution100064_02
191	0	1103	NSkName100064_03	NSkDes100064_03	NSkSolution100064_03
192	0	1103	NSkName100064_04	NSkDes100064_04	NSkSolution100064_04
193	0	1103	NSkName100065_01	NSkDes100065_01	NSkSolution100065_01
194	0	1103	NSkName100065_02	NSkDes100065_02	NSkSolution100065_02
195	0	1103	NSkName100065_03	NSkDes100065_03	NSkSolution100065_03
196	0	1103	NSkName100065_04	NSkDes100065_04	NSkSolution100065_04
197	0	1038	NSkName_Jianan_Skill_01	NSkDes_Jianan_Skill_01	NSkSolution_Jianan_Skill_01
198	0	1038	NSkName_Jianan_Skill_02	NSkDes_Jianan_Skill_02	NSkSolution_Jianan_Skill_02
199	0	1038	NSkName_Jianan_Skill_03	NSkDes_Jianan_Skill_03	NSkSolution_Jianan_Skill_03
200	0	1038	NSkName_Jianan_Skill_04	NSkDes_Jianan_Skill_04	NSkSolution_Jianan_Skill_04
201	0	1038	NSkName_Jianan_Skill_05	NSkDes_Jianan_Skill_05	NSkSolution_Jianan_Skill_05
202	0	1038	NSkName_Jianan_Skill_06	NSkDes_Jianan_Skill_06	NSkSolution_Jianan_Skill_06
203	0	1038	NSkName_Jianan_Skill_07	NSkDes_Jianan_Skill_07	NSkSolution_Jianan_Skill_07
204	0	1038	NSkName_Kexi_Skill_01	NSkDes_Kexi_Skill_01	NSkSolution_Kexi_Skill_01
205	0	1038	NSkName_Kexi_Skill_02	NSkDes_Kexi_Skill_02	NSkSolution_Kexi_Skill_02
206	0	1038	NSkName_Kexi_Skill_03	NSkDes_Kexi_Skill_03	NSkSolution_Kexi_Skill_03
207	0	1038	NSkName_Kexi_Skill_04	NSkDes_Kexi_Skill_04	NSkSolution_Kexi_Skill_04
208	0	1038	NSkName_Kexi_Skill_05	NSkDes_Kexi_Skill_05	NSkSolution_Kexi_Skill_05
209	0	1038	NSkName_Kexi_Skill_06	NSkDes_Kexi_Skill_06	NSkSolution_Kexi_Skill_06
210	0	1038	NSkName_Kexi_Skill_07	NSkDes_Kexi_Skill_07	NSkSolution_Kexi_Skill_07
211	0	0	NSkName_szellpeak40_01	NSkDes_szellpeak40_01	NSkSolution_szellpeak40_01
212	0	0	NSkName_szellpeak40_02	NSkDes_szellpeak40_02	NSkSolution_szellpeak40_02
213	0	0	NSkName_szellpeak40_03	NSkDes_szellpeak40_03	NSkSolution_szellpeak40_03
214	0	0	NSkName_szellpeak40_04	NSkDes_szellpeak40_04	NSkSolution_szellpeak40_04
215	0	0	NSkName_szellpeak40_05	NSkDes_szellpeak40_05	NSkSolution_szellpeak40_05
216	0	0	NSkName_szellpeak40_06	NSkDes_szellpeak40_06	NSkSolution_szellpeak40_06
217	0	0	HSkName_szellpeak40_01	HSkDes_szellpeak40_01	HSkSolution_szellpeak40_01
218	0	0	HSkName_szellpeak40_02	HSkDes_szellpeak40_02	HSkSolution_szellpeak40_02
219	0	0	HSkName_szellpeak40_03	HSkDes_szellpeak40_03	HSkSolution_szellpeak40_03
220	0	0	HSkName_szellpeak40_04	HSkDes_szellpeak40_04	HSkSolution_szellpeak40_04
221	0	0	HSkName_szellpeak40_05	HSkDes_szellpeak40_05	HSkSolution_szellpeak40_05
222	0	0	HSkName_szellpeak40_06	HSkDes_szellpeak40_06	HSkSolution_szellpeak40_06
223	0	0	MSkName_szellpeak40_01	MSkDes_szellpeak40_01	MSkSolution_szellpeak40_01
224	0	0	MSkName_szellpeak40_02	MSkDes_szellpeak40_02	MSkSolution_szellpeak40_02
225	0	0	MSkName_szellpeak40_03	MSkDes_szellpeak40_03	MSkSolution_szellpeak40_03
226	0	0	MSkName_szellpeak40_04	MSkDes_szellpeak40_04	MSkSolution_szellpeak40_04
227	0	0	MSkName_szellpeak40_05	MSkDes_szellpeak40_05	MSkSolution_szellpeak40_05
228	0	0	MSkName_szellpeak40_06	MSkDes_szellpeak40_06	MSkSolution_szellpeak40_06
229	0	0	MSkName_szellpeak40_07	MSkDes_szellpeak40_07	MSkSolution_szellpeak40_07
230	0	0	NSkName_szellpeak50_01	NSkDes_szellpeak50_01	NSkSolution_szellpeak50_01
231	0	0	NSkName_szellpeak50_02	NSkDes_szellpeak50_02	NSkSolution_szellpeak50_02
232	0	0	NSkName_szellpeak50_03	NSkDes_szellpeak50_03	NSkSolution_szellpeak50_03
233	0	0	NSkName_szellpeak50_04	NSkDes_szellpeak50_04	NSkSolution_szellpeak50_04
234	0	0	NSkName_szellpeak50_05	NSkDes_szellpeak50_05	NSkSolution_szellpeak50_05
235	0	0	HSkName_szellpeak50_01	HSkDes_szellpeak50_01	HSkSolution_szellpeak50_01
236	0	0	HSkName_szellpeak50_02	HSkDes_szellpeak50_02	HSkSolution_szellpeak50_02
237	0	0	HSkName_szellpeak50_03	HSkDes_szellpeak50_03	HSkSolution_szellpeak50_03
238	0	0	HSkName_szellpeak50_04	HSkDes_szellpeak50_04	HSkSolution_szellpeak50_04
239	0	0	HSkName_szellpeak50_05	HSkDes_szellpeak50_05	HSkSolution_szellpeak50_05
240	0	0	MSkName_szellpeak50_01	MSkDes_szellpeak50_01	MSkSolution_szellpeak50_01
241	0	0	MSkName_szellpeak50_02	MSkDes_szellpeak50_02	MSkSolution_szellpeak50_02
242	0	0	MSkName_szellpeak50_03	MSkDes_szellpeak50_03	MSkSolution_szellpeak50_03
243	0	0	MSkName_szellpeak50_04	MSkDes_szellpeak50_04	MSkSolution_szellpeak50_04
244	0	0	MSkName_szellpeak50_05	MSkDes_szellpeak50_05	MSkSolution_szellpeak50_05
245	0	0	MSkName_szellpeak50_06	MSkDes_szellpeak50_06	MSkSolution_szellpeak50_06
246	0	0	NSkName_szellpeak60_01	NSkDes_szellpeak60_01	NSkSolution_szellpeak60_01
247	0	0	NSkName_szellpeak60_02	NSkDes_szellpeak60_02	NSkSolution_szellpeak60_02
248	0	0	NSkName_szellpeak60_03	NSkDes_szellpeak60_03	NSkSolution_szellpeak60_03
249	0	0	NSkName_szellpeak60_04	NSkDes_szellpeak60_04	NSkSolution_szellpeak60_04
250	0	0	NSkName_szellpeak60_05	NSkDes_szellpeak60_05	NSkSolution_szellpeak60_05
251	0	0	NSkName_szellpeak60_06	NSkDes_szellpeak60_06	NSkSolution_szellpeak60_06
252	0	0	HSkName_szellpeak60_01	HSkDes_szellpeak60_01	HSkSolution_szellpeak60_01
253	0	0	HSkName_szellpeak60_02	HSkDes_szellpeak60_02	HSkSolution_szellpeak60_02
254	0	0	HSkName_szellpeak60_03	HSkDes_szellpeak60_03	HSkSolution_szellpeak60_03
255	0	0	HSkName_szellpeak60_04	HSkDes_szellpeak60_04	HSkSolution_szellpeak60_04
256	0	0	HSkName_szellpeak60_05	HSkDes_szellpeak60_05	HSkSolution_szellpeak60_05
257	0	0	HSkName_szellpeak60_06	HSkDes_szellpeak60_06	HSkSolution_szellpeak60_06
258	0	0	MSkName_szellpeak60_01	MSkDes_szellpeak60_01	MSkSolution_szellpeak60_01
259	0	0	MSkName_szellpeak60_02	MSkDes_szellpeak60_02	MSkSolution_szellpeak60_02
260	0	0	MSkName_szellpeak60_03	MSkDes_szellpeak60_03	MSkSolution_szellpeak60_03
261	0	0	MSkName_szellpeak60_04	MSkDes_szellpeak60_04	MSkSolution_szellpeak60_04
262	0	0	MSkName_szellpeak60_05	MSkDes_szellpeak60_05	MSkSolution_szellpeak60_05
263	0	0	MSkName_szellpeak60_06	MSkDes_szellpeak60_06	MSkSolution_szellpeak60_06
264	0	0	MSkName_szellpeak60_07	MSkDes_szellpeak60_07	MSkSolution_szellpeak60_07
265	0	0	NSkName_szellpeak70_01	NSkDes_szellpeak70_01	NSkSolution_szellpeak70_01
266	0	0	NSkName_szellpeak70_02	NSkDes_szellpeak70_02	NSkSolution_szellpeak70_02
267	0	0	NSkName_szellpeak70_03	NSkDes_szellpeak70_03	NSkSolution_szellpeak70_03
268	0	0	NSkName_szellpeak70_04	NSkDes_szellpeak70_04	NSkSolution_szellpeak70_04
269	0	0	NSkName_szellpeak70_05	NSkDes_szellpeak70_05	NSkSolution_szellpeak70_05
270	0	0	NSkName_szellpeak70_06	NSkDes_szellpeak70_06	NSkSolution_szellpeak70_06
271	0	0	NSkName_szellpeak70_07	NSkDes_szellpeak70_07	NSkSolution_szellpeak70_07
272	0	0	HSkName_szellpeak70_01	HSkDes_szellpeak70_01	HSkSolution_szellpeak70_01
273	0	0	HSkName_szellpeak70_02	HSkDes_szellpeak70_02	HSkSolution_szellpeak70_02
274	0	0	HSkName_szellpeak70_03	HSkDes_szellpeak70_03	HSkSolution_szellpeak70_03
275	0	0	HSkName_szellpeak70_04	HSkDes_szellpeak70_04	HSkSolution_szellpeak70_04
276	0	0	HSkName_szellpeak70_05	HSkDes_szellpeak70_05	HSkSolution_szellpeak70_05
277	0	0	HSkName_szellpeak70_06	HSkDes_szellpeak70_06	HSkSolution_szellpeak70_06
278	0	0	HSkName_szellpeak70_07	HSkDes_szellpeak70_07	HSkSolution_szellpeak70_07
279	0	0	MSkName_szellpeak70_01	MSkDes_szellpeak70_01	MSkSolution_szellpeak70_01
280	0	0	MSkName_szellpeak70_02	MSkDes_szellpeak70_02	MSkSolution_szellpeak70_02
281	0	0	MSkName_szellpeak70_03	MSkDes_szellpeak70_03	MSkSolution_szellpeak70_03
282	0	0	MSkName_szellpeak70_04	MSkDes_szellpeak70_04	MSkSolution_szellpeak70_04
283	0	0	MSkName_szellpeak70_05	MSkDes_szellpeak70_05	MSkSolution_szellpeak70_05
284	0	0	MSkName_szellpeak70_06	MSkDes_szellpeak70_06	MSkSolution_szellpeak70_06
285	0	0	MSkName_szellpeak70_07	MSkDes_szellpeak70_07	MSkSolution_szellpeak70_07
286	0	0	MSkName_szellpeak70_08	MSkDes_szellpeak70_08	MSkSolution_szellpeak70_08
287	200106	1106	NSkName200106_01	NSkDes200106_01	NSkSolution200106_01
288	200106	1106	NSkName200106_02	NSkDes200106_02	NSkSolution200106_02
289	200106	1106	NSkName200106_03	NSkDes200106_03	NSkSolution200106_03
290	200106	1106	NSkName200106_04	NSkDes200106_04	NSkSolution200106_04
291	200106	1106	NSkName200106_05	NSkDes200106_05	NSkSolution200106_05
292	200106	1106	NSkName200106_06	NSkDes200106_06	NSkSolution200106_06
293	200106	1106	NSkName200106_07	NSkDes200106_07	NSkSolution200106_07
294	200106	1106	NSkName200106_08	NSkDes200106_08	NSkSolution200106_08
295	200106	1106	NSkName200106_09	NSkDes200106_09	NSkSolution200106_09
296	200106	1106	NSkName200106_10	NSkDes200106_10	NSkSolution200106_10
297	200106	1106	NSkName200106_11	NSkDes200106_11	NSkSolution200106_11
298	200101	1106	NSkName200101_01	NSkDes200101_01	NSkSolution200101_01
299	200101	1106	NSkName200101_02	NSkDes200101_02	NSkSolution200101_02
300	200101	1106	NSkName200101_03	NSkDes200101_03	NSkSolution200101_03
301	200101	1106	NSkName200101_04	NSkDes200101_04	NSkSolution200101_04
302	200101	1106	NSkName200101_05	NSkDes200101_05	NSkSolution200101_05
303	200101	1106	NSkName200101_06	NSkDes200101_06	NSkSolution200101_06
304	200101	1106	NSkName200101_07	NSkDes200101_07	NSkSolution200101_07
305	200101	1106	NSkName200101_08	NSkDes200101_08	NSkSolution200101_08
306	200101	1106	NSkName200101_09	NSkDes200101_09	NSkSolution200101_09
307	200101	1106	NSkName200101_10	NSkDes200101_10	NSkSolution200101_10
308	200101	1106	NSkName200101_11	NSkDes200101_11	NSkSolution200101_11
309	200101	1106	NSkName200101_12	NSkDes200101_12	NSkSolution200101_12
310	200101	1106	NSkName200101_13	NSkDes200101_13	NSkSolution200101_13
311	0	1105	HedeluSkName_01	HedeluSkDes_01	HedeluSkSolution_01
312	0	1105	HedeluSkName_02	HedeluSkDes_02	HedeluSkSolution_02
313	0	1105	HedeluSkName_03	HedeluSkDes_03	HedeluSkSolution_03
314	0	1105	HedeluSkName_04	HedeluSkDes_04	HedeluSkSolution_04
315	0	1105	HedeluSkName_05	HedeluSkDes_05	HedeluSkSolution_05
316	0	1105	HedeluSkName_06	HedeluSkDes_06	HedeluSkSolution_06
317	0	1105	HedeluSkName_07	HedeluSkDes_07	HedeluSkSolution_07
318	0	1105	HedeluSkName_08	HedeluSkDes_08	HedeluSkSolution_08
319	0	1105	HedeluSkName_09	HedeluSkDes_09	HedeluSkSolution_09
320	0	1105	HedeluSkName_10	HedeluSkDes_10	HedeluSkSolution_10
321	0	1105	LilaijiaSkName_01	LilaijiaSkDes_01	LilaijiaSkSolution_01
322	0	1105	LilaijiaSkName_02	LilaijiaSkDes_02	LilaijiaSkSolution_02
323	0	1105	LilaijiaSkName_03	LilaijiaSkDes_03	LilaijiaSkSolution_03
324	0	1105	LilaijiaSkName_04	LilaijiaSkDes_04	LilaijiaSkSolution_04
325	0	1105	LilaijiaSkName_05	LilaijiaSkDes_05	LilaijiaSkSolution_05
326	0	1105	LilaijiaSkName_06	LilaijiaSkDes_06	LilaijiaSkSolution_06
327	0	1105	LilaijiaSkName_07	LilaijiaSkDes_07	LilaijiaSkSolution_07
328	0	1105	LilaijiaSkName_08	LilaijiaSkDes_08	LilaijiaSkSolution_08
329	0	1105	LilaijiaSkName_09	LilaijiaSkDes_09	LilaijiaSkSolution_09
