流水	个人排行奖励
161	item250000000000,1;item100000000005,5
162	item250000000000,1;item100000000005,5
163	item250000000000,1;item100000000005,5
164	item250000000000,1;item100000000005,5
165	item250000000000,1;item100000000005,5
166	item250000000000,1;item100000000005,5
167	item250000000000,1;item100000000005,5
168	item250000000000,1;item100000000005,5
169	item250000000000,1;item100000000005,5
170	item250000000000,1;item100000000005,5
171	item250000000000,1;item100000000005,5
172	item250000000000,1;item100000000005,5
173	item250000000000,1;item100000000005,5
174	item250000000000,1;item100000000005,5
175	item250000000000,1;item100000000005,5
176	item250000000000,1;item100000000005,5
177	item250000000000,1;item100000000005,5
178	item250000000000,1;item100000000005,5
179	item250000000000,1;item100000000005,5
180	item250000000000,1;item100000000005,5
181	item250000000000,1;item100000000005,5
182	item250000000000,1;item100000000005,5
183	item250000000000,1;item100000000005,5
184	item250000000000,1;item100000000005,5
185	item250000000000,1;item100000000005,5
186	item250000000000,1;item100000000005,5
187	item250000000000,1;item100000000005,5
188	item250000000000,1;item100000000005,5
189	item250000000000,1;item100000000005,5
190	item250000000000,1;item100000000005,5
191	item250000000000,1;item100000000005,5
192	item250000000000,1;item100000000005,5
193	item250000000000,1;item100000000005,5
194	item250000000000,1;item100000000005,5
195	item250000000000,1;item100000000005,5
196	item250000000000,1;item100000000005,5
197	item250000000000,1;item100000000005,5
198	item250000000000,1;item100000000005,5
199	item250000000000,1;item100000000005,5
200	item250000000000,1;item100000000005,5
201	item250000000000,1;item100000000005,5
202	item250000000000,1;item100000000005,5
203	item250000000000,1;item100000000005,5
204	item250000000000,1;item100000000005,5
205	item250000000000,1;item100000000005,5
206	item250000000000,1;item100000000005,5
207	item250000000000,1;item100000000005,5
208	item250000000000,1;item100000000005,5
209	item250000000000,1;item100000000005,5
210	item250000000000,1;item100000000005,5
211	item250000000000,1;item100000000005,5
212	item250000000000,1;item100000000005,5
213	item250000000000,1;item100000000005,5
214	item250000000000,1;item100000000005,5
215	item250000000000,1;item100000000005,5
216	item250000000000,1;item100000000005,5
217	item250000000000,1;item100000000005,5
218	item250000000000,1;item100000000005,5
219	item250000000000,1;item100000000005,5
220	item250000000000,1;item100000000005,5
221	item250000000000,1;item100000000005,5
222	item250000000000,1;item100000000005,5
223	item250000000000,1;item100000000005,5
224	item250000000000,1;item100000000005,5
225	item250000000000,1;item100000000005,5
226	item250000000000,1;item100000000005,5
227	item250000000000,1;item100000000005,5
228	item250000000000,1;item100000000005,5
229	item250000000000,1;item100000000005,5
230	item250000000000,1;item100000000005,5
231	item250000000000,1;item100000000005,5
232	item250000000000,1;item100000000005,5
233	item250000000000,1;item100000000005,5
234	item250000000000,1;item100000000005,5
235	item250000000000,1;item100000000005,5
236	item250000000000,1;item100000000005,5
237	item250000000000,1;item100000000005,5
238	item250000000000,1;item100000000005,5
239	item250000000000,1;item100000000005,5
240	item250000000000,1;item100000000005,5
241	item250000000000,1;item100000000005,5
242	item250000000000,1;item100000000005,5
243	item250000000000,1;item100000000005,5
244	item250000000000,1;item100000000005,5
245	item250000000000,1;item100000000005,5
246	item250000000000,1;item100000000005,5
247	item250000000000,1;item100000000005,5
248	item250000000000,1;item100000000005,5
249	item250000000000,1;item100000000005,5
250	item250000000000,1;item100000000005,5
251	item250000000000,1;item100000000005,5
252	item250000000000,1;item100000000005,5
253	item250000000000,1;item100000000005,5
254	item250000000000,1;item100000000005,5
255	item250000000000,1;item100000000005,5
256	item250000000000,1;item100000000005,5
257	item250000000000,1;item100000000005,5
258	item250000000000,1;item100000000005,5
259	item250000000000,1;item100000000005,5
260	item250000000000,1;item100000000005,5
261	item250000000000,1;item100000000005,5
262	item250000000000,1;item100000000005,5
263	item250000000000,1;item100000000005,5
264	item250000000000,1;item100000000005,5
265	item250000000000,1;item100000000005,5
266	item250000000000,1;item100000000005,5
267	item250000000000,1;item100000000005,5
268	item250000000000,1;item100000000005,5
269	item250000000000,1;item100000000005,5
270	item250000000000,1;item100000000005,5
271	item250000000000,1;item100000000005,5
272	item250000000000,1;item100000000005,5
273	item250000000000,1;item100000000005,5
274	item250000000000,1;item100000000005,5
275	item250000000000,1;item100000000005,5
276	item250000000000,1;item100000000005,5
277	item250000000000,1;item100000000005,5
278	item250000000000,1;item100000000005,5
279	item250000000000,1;item100000000005,5
280	item250000000000,1;item100000000005,5
281	item250000000000,1;item100000000005,5
282	item250000000000,1;item100000000005,5
283	item250000000000,1;item100000000005,5
284	item250000000000,1;item100000000005,5
285	item250000000000,1;item100000000005,5
286	item250000000000,1;item100000000005,5
287	item250000000000,1;item100000000005,5
288	item250000000000,1;item100000000005,5
289	item250000000000,1;item100000000005,5
290	item250000000000,1;item100000000005,5
291	item250000000000,1;item100000000005,5
292	item250000000000,1;item100000000005,5
293	item250000000000,1;item100000000005,5
294	item250000000000,1;item100000000005,5
295	item250000000000,1;item100000000005,5
296	item250000000000,1;item100000000005,5
297	item250000000000,1;item100000000005,5
298	item250000000000,1;item100000000005,5
299	item250000000000,1;item100000000005,5
300	item250000000000,1;item100000000005,5
301	item250000000000,1;item100000000005,5
302	item250000000000,1;item100000000005,5
303	item250000000000,1;item100000000005,5
304	item250000000000,1;item100000000005,5
305	item250000000000,1;item100000000005,5
306	item250000000000,1;item100000000005,5
307	item250000000000,1;item100000000005,5
308	item250000000000,1;item100000000005,5
309	item250000000000,1;item100000000005,5
310	item250000000000,1;item100000000005,5
311	item250000000000,1;item100000000005,5
312	item250000000000,1;item100000000005,5
313	item250000000000,1;item100000000005,5
314	item250000000000,1;item100000000005,5
315	item250000000000,1;item100000000005,5
316	item250000000000,1;item100000000005,5
317	item250000000000,1;item100000000005,5
318	item250000000000,1;item100000000005,5
319	item250000000000,1;item100000000005,5
320	item250000000000,1;item100000000005,5
321	item250000000000,1;item100000000005,5
322	item250000000000,1;item100000000005,5
323	item250000000000,1;item100000000005,5
324	item250000000000,1;item100000000005,5
325	item250000000000,1;item100000000005,5
326	item250000000000,1;item100000000005,5
327	item250000000000,1;item100000000005,5
328	item250000000000,1;item100000000005,5
329	item250000000000,1;item100000000005,5
330	item250000000000,1;item100000000005,5
331	item250000000000,1;item100000000005,5
332	item250000000000,1;item100000000005,5
333	item250000000000,1;item100000000005,5
334	item250000000000,1;item100000000005,5
335	item250000000000,1;item100000000005,5
336	item250000000000,1;item100000000005,5
337	item250000000000,1;item100000000005,5
338	item250000000000,1;item100000000005,5
339	item250000000000,1;item100000000005,5
340	item250000000000,1;item100000000005,5
341	item250000000000,1;item100000000005,5
342	item250000000000,1;item100000000005,5
343	item250000000000,1;item100000000005,5
344	item250000000000,1;item100000000005,5
345	item250000000000,1;item100000000005,5
346	item250000000000,1;item100000000005,5
347	item250000000000,1;item100000000005,5
348	item250000000000,1;item100000000005,5
349	item250000000000,1;item100000000005,5
350	item250000000000,1;item100000000005,5
351	item250000000000,1;item100000000005,5
352	item250000000000,1;item100000000005,5
353	item250000000000,1;item100000000005,5
354	item250000000000,1;item100000000005,5
355	item250000000000,1;item100000000005,5
356	item250000000000,1;item100000000005,5
357	item250000000000,1;item100000000005,5
358	item250000000000,1;item100000000005,5
359	item250000000000,1;item100000000005,5
360	item250000000000,1;item100000000005,5
361	item250000000000,1;item100000000005,5
362	item250000000000,1;item100000000005,5
363	item250000000000,1;item100000000005,5
364	item250000000000,1;item100000000005,5
365	item250000000000,1;item100000000005,5
366	item250000000000,1;item100000000005,5
367	item250000000000,1;item100000000005,5
368	item250000000000,1;item100000000005,5
369	item250000000000,1;item100000000005,5
370	item250000000000,1;item100000000005,5
371	item250000000000,1;item100000000005,5
372	item250000000000,1;item100000000005,5
373	item250000000000,1;item100000000005,5
374	item250000000000,1;item100000000005,5
375	item250000000000,1;item100000000005,5
376	item250000000000,1;item100000000005,5
377	item250000000000,1;item100000000005,5
378	item250000000000,1;item100000000005,5
379	item250000000000,1;item100000000005,5
380	item250000000000,1;item100000000005,5
381	item250000000000,1;item100000000005,5
382	item250000000000,1;item100000000005,5
383	item250000000000,1;item100000000005,5
384	item250000000000,1;item100000000005,5
385	item250000000000,1;item100000000005,5
386	item250000000000,1;item100000000005,5
387	item250000000000,1;item100000000005,5
388	item250000000000,1;item100000000005,5
389	item250000000000,1;item100000000005,5
390	item250000000000,1;item100000000005,5
391	item250000000000,1;item100000000005,5
392	item250000000000,1;item100000000005,5
393	item250000000000,1;item100000000005,5
394	item250000000000,1;item100000000005,5
395	item250000000000,1;item100000000005,5
396	item250000000000,1;item100000000005,5
397	item250000000000,1;item100000000005,5
398	item250000000000,1;item100000000005,5
399	item250000000000,1;item100000000005,5
400	item250000000000,1;item100000000005,5
401	item250000000000,1;item100000000005,5
402	item250000000000,1;item100000000005,5
403	item250000000000,1;item100000000005,5
404	item250000000000,1;item100000000005,5
405	item250000000000,1;item100000000005,5
406	item250000000000,1;item100000000005,5
407	item250000000000,1;item100000000005,5
408	item250000000000,1;item100000000005,5
409	item250000000000,1;item100000000005,5
410	item250000000000,1;item100000000005,5
411	item250000000000,1;item100000000005,5
412	item250000000000,1;item100000000005,5
413	item250000000000,1;item100000000005,5
414	item250000000000,1;item100000000005,5
415	item250000000000,1;item100000000005,5
416	item250000000000,1;item100000000005,5
417	item250000000000,1;item100000000005,5
418	item250000000000,1;item100000000005,5
419	item250000000000,1;item100000000005,5
420	item250000000000,1;item100000000005,5
421	item250000000000,1;item100000000005,5
422	item250000000000,1;item100000000005,5
423	item250000000000,1;item100000000005,5
424	item250000000000,1;item100000000005,5
425	item250000000000,1;item100000000005,5
426	item250000000000,1;item100000000005,5
427	item250000000000,1;item100000000005,5
428	item250000000000,1;item100000000005,5
429	item250000000000,1;item100000000005,5
430	item250000000000,1;item100000000005,5
431	item250000000000,1;item100000000005,5
432	item250000000000,1;item100000000005,5
433	item250000000000,1;item100000000005,5
434	item250000000000,1;item100000000005,5
435	item250000000000,1;item100000000005,5
436	item250000000000,1;item100000000005,5
437	item250000000000,1;item100000000005,5
438	item250000000000,1;item100000000005,5
439	item250000000000,1;item100000000005,5
440	item250000000000,1;item100000000005,5
441	item250000000000,1;item100000000005,5
442	item250000000000,1;item100000000005,5
443	item250000000000,1;item100000000005,5
444	item250000000000,1;item100000000005,5
445	item250000000000,1;item100000000005,5
446	item250000000000,1;item100000000005,5
447	item250000000000,1;item100000000005,5
448	item250000000000,1;item100000000005,5
449	item250000000000,1;item100000000005,5
450	item250000000000,1;item100000000005,5
451	item250000000000,1;item100000000005,5
452	item250000000000,1;item100000000005,5
453	item250000000000,1;item100000000005,5
454	item250000000000,1;item100000000005,5
455	item250000000000,1;item100000000005,5
456	item250000000000,1;item100000000005,5
457	item250000000000,1;item100000000005,5
458	item250000000000,1;item100000000005,5
459	item250000000000,1;item100000000005,5
460	item250000000000,1;item100000000005,5
461	item250000000000,1;item100000000005,5
462	item250000000000,1;item100000000005,5
463	item250000000000,1;item100000000005,5
464	item250000000000,1;item100000000005,5
465	item250000000000,1;item100000000005,5
466	item250000000000,1;item100000000005,5
467	item250000000000,1;item100000000005,5
468	item250000000000,1;item100000000005,5
469	item250000000000,1;item100000000005,5
470	item250000000000,1;item100000000005,5
471	item250000000000,1;item100000000005,5
472	item250000000000,1;item100000000005,5
473	item250000000000,1;item100000000005,5
474	item250000000000,1;item100000000005,5
475	item250000000000,1;item100000000005,5
476	item250000000000,1;item100000000005,5
477	item250000000000,1;item100000000005,5
478	item250000000000,1;item100000000005,5
479	item250000000000,1;item100000000005,5
480	item250000000000,1;item100000000005,5
481	item250000000000,1;item100000000005,5
482	item250000000000,1;item100000000005,5
483	item250000000000,1;item100000000005,5
484	item250000000000,1;item100000000005,5
485	item250000000000,1;item100000000005,5
486	item250000000000,1;item100000000005,5
487	item250000000000,1;item100000000005,5
488	item250000000000,1;item100000000005,5
489	item250000000000,1;item100000000005,5
490	item250000000000,1;item100000000005,5
491	item250000000000,1;item100000000005,5
492	item250000000000,1;item100000000005,5
493	item250000000000,1;item100000000005,5
494	item250000000000,1;item100000000005,5
495	item250000000000,1;item100000000005,5
496	item250000000000,1;item100000000005,5
497	item250000000000,1;item100000000005,5
498	item250000000000,1;item100000000005,5
499	item250000000000,1;item100000000005,5
500	item250000000000,1;item100000000005,5
501	item250000000000,1;item100000000005,5
502	item250000000000,1;item100000000005,5
503	item250000000000,1;item100000000005,5
504	item250000000000,1;item100000000005,5
505	item250000000000,1;item100000000005,5
506	item250000000000,1;item100000000005,5
507	item250000000000,1;item100000000005,5
508	item250000000000,1;item100000000005,5
509	item250000000000,1;item100000000005,5
510	item250000000000,1;item100000000005,5
511	item250000000000,1;item100000000005,5
512	item250000000000,1;item100000000005,5
513	item250000000000,1;item100000000005,5
514	item250000000000,1;item100000000005,5
515	item250000000000,1;item100000000005,5
516	item250000000000,1;item100000000005,5
517	item250000000000,1;item100000000005,5
518	item250000000000,1;item100000000005,5
519	item250000000000,1;item100000000005,5
520	item250000000000,1;item100000000005,5
521	item250000000000,1;item100000000005,5
522	item250000000000,1;item100000000005,5
523	item250000000000,1;item100000000005,5
524	item250000000000,1;item100000000005,5
525	item250000000000,1;item100000000005,5
526	item250000000000,1;item100000000005,5
527	item250000000000,1;item100000000005,5
528	item250000000000,1;item100000000005,5
529	item250000000000,1;item100000000005,5
530	item250000000000,1;item100000000005,5
531	item250000000000,1;item100000000005,5
532	item250000000000,1;item100000000005,5
533	item250000000000,1;item100000000005,5
534	item250000000000,1;item100000000005,5
535	item250000000000,1;item100000000005,5
536	item250000000000,1;item100000000005,5
537	item250000000000,1;item100000000005,5
538	item250000000000,1;item100000000005,5
539	item250000000000,1;item100000000005,5
540	item250000000000,1;item100000000005,5
541	item250000000000,1;item100000000005,5
542	item250000000000,1;item100000000005,5
543	item250000000000,1;item100000000005,5
544	item250000000000,1;item100000000005,5
545	item250000000000,1;item100000000005,5
546	item250000000000,1;item100000000005,5
547	item250000000000,1;item100000000005,5
548	item250000000000,1;item100000000005,5
549	item250000000000,1;item100000000005,5
550	item250000000000,1;item100000000005,5
551	item250000000000,1;item100000000005,5
552	item250000000000,1;item100000000005,5
553	item250000000000,1;item100000000005,5
554	item250000000000,1;item100000000005,5
555	item250000000000,1;item100000000005,5
556	item250000000000,1;item100000000005,5
557	item250000000000,1;item100000000005,5
558	item250000000000,1;item100000000005,5
559	item250000000000,1;item100000000005,5
560	item250000000000,1;item100000000005,5
561	item250000000000,1;item100000000005,5
562	item250000000000,1;item100000000005,5
563	item250000000000,1;item100000000005,5
564	item250000000000,1;item100000000005,5
565	item250000000000,1;item100000000005,5
566	item250000000000,1;item100000000005,5
567	item250000000000,1;item100000000005,5
568	item250000000000,1;item100000000005,5
569	item250000000000,1;item100000000005,5
570	item250000000000,1;item100000000005,5
571	item250000000000,1;item100000000005,5
572	item250000000000,1;item100000000005,5
573	item250000000000,1;item100000000005,5
574	item250000000000,1;item100000000005,5
575	item250000000000,1;item100000000005,5
576	item250000000000,1;item100000000005,5
577	item250000000000,1;item100000000005,5
578	item250000000000,1;item100000000005,5
579	item250000000000,1;item100000000005,5
580	item250000000000,1;item100000000005,5
581	item250000000000,1;item100000000005,5
582	item250000000000,1;item100000000005,5
583	item250000000000,1;item100000000005,5
584	item250000000000,1;item100000000005,5
585	item250000000000,1;item100000000005,5
586	item250000000000,1;item100000000005,5
587	item250000000000,1;item100000000005,5
588	item250000000000,1;item100000000005,5
589	item250000000000,1;item100000000005,5
590	item250000000000,1;item100000000005,5
591	item250000000000,1;item100000000005,5
592	item250000000000,1;item100000000005,5
593	item250000000000,1;item100000000005,5
594	item250000000000,1;item100000000005,5
595	item250000000000,1;item100000000005,5
596	item250000000000,1;item100000000005,5
597	item250000000000,1;item100000000005,5
598	item250000000000,1;item100000000005,5
599	item250000000000,1;item100000000005,5
600	item250000000000,1;item100000000005,5
601	item250000000000,1;item100000000005,5
602	item250000000000,1;item100000000005,5
603	item250000000000,1;item100000000005,5
604	item250000000000,1;item100000000005,5
605	item250000000000,1;item100000000005,5
606	item250000000000,1;item100000000005,5
607	item250000000000,1;item100000000005,5
608	item250000000000,1;item100000000005,5
609	item250000000000,1;item100000000005,5
610	item250000000000,1;item100000000005,5
611	item250000000000,1;item100000000005,5
612	item250000000000,1;item100000000005,5
613	item250000000000,1;item100000000005,5
614	item250000000000,1;item100000000005,5
615	item250000000000,1;item100000000005,5
616	item250000000000,1;item100000000005,5
617	item250000000000,1;item100000000005,5
618	item250000000000,1;item100000000005,5
619	item250000000000,1;item100000000005,5
620	item250000000000,1;item100000000005,5
621	item250000000000,1;item100000000005,5
622	item250000000000,1;item100000000005,5
623	item250000000000,1;item100000000005,5
624	item250000000000,1;item100000000005,5
625	item250000000000,1;item100000000005,5
626	item250000000000,1;item100000000005,5
627	item250000000000,1;item100000000005,5
628	item250000000000,1;item100000000005,5
629	item250000000000,1;item100000000005,5
630	item250000000000,1;item100000000005,5
631	item250000000000,1;item100000000005,5
632	item250000000000,1;item100000000005,5
633	item250000000000,1;item100000000005,5
634	item250000000000,1;item100000000005,5
635	item250000000000,1;item100000000005,5
636	item250000000000,1;item100000000005,5
637	item250000000000,1;item100000000005,5
638	item250000000000,1;item100000000005,5
639	item250000000000,1;item100000000005,5
640	item250000000000,1;item100000000005,5
641	item250000000000,1;item100000000005,5
642	item250000000000,1;item100000000005,5
643	item250000000000,1;item100000000005,5
644	item250000000000,1;item100000000005,5
645	item250000000000,1;item100000000005,5
646	item250000000000,1;item100000000005,5
647	item250000000000,1;item100000000005,5
648	item250000000000,1;item100000000005,5
649	item250000000000,1;item100000000005,5
650	item250000000000,1;item100000000005,5
651	item250000000000,1;item100000000005,5
652	item250000000000,1;item100000000005,5
653	item250000000000,1;item100000000005,5
654	item250000000000,1;item100000000005,5
655	item250000000000,1;item100000000005,5
656	item250000000000,1;item100000000005,5
657	item250000000000,1;item100000000005,5
658	item250000000000,1;item100000000005,5
659	item250000000000,1;item100000000005,5
660	item250000000000,1;item100000000005,5
661	item250000000000,1;item100000000005,5
662	item250000000000,1;item100000000005,5
663	item250000000000,1;item100000000005,5
664	item250000000000,1;item100000000005,5
665	item250000000000,1;item100000000005,5
666	item250000000000,1;item100000000005,5
667	item250000000000,1;item100000000005,5
668	item250000000000,1;item100000000005,5
669	item250000000000,1;item100000000005,5
670	item250000000000,1;item100000000005,5
671	item250000000000,1;item100000000005,5
672	item250000000000,1;item100000000005,5
673	item250000000000,1;item100000000005,5
674	item250000000000,1;item100000000005,5
675	item250000000000,1;item100000000005,5
676	item250000000000,1;item100000000005,5
677	item250000000000,1;item100000000005,5
678	item250000000000,1;item100000000005,5
679	item250000000000,1;item100000000005,5
680	item250000000000,1;item100000000005,5
681	item250000000000,1;item100000000005,5
682	item250000000000,1;item100000000005,5
683	item250000000000,1;item100000000005,5
684	item250000000000,1;item100000000005,5
685	item250000000000,1;item100000000005,5
686	item250000000000,1;item100000000005,5
687	item250000000000,1;item100000000005,5
688	item250000000000,1;item100000000005,5
689	item250000000000,1;item100000000005,5
690	item250000000000,1;item100000000005,5
691	item250000000000,1;item100000000005,5
692	item250000000000,1;item100000000005,5
693	item250000000000,1;item100000000005,5
694	item250000000000,1;item100000000005,5
695	item250000000000,1;item100000000005,5
696	item250000000000,1;item100000000005,5
697	item250000000000,1;item100000000005,5
698	item250000000000,1;item100000000005,5
699	item250000000000,1;item100000000005,5
700	item250000000000,1;item100000000005,5
701	item250000000000,1;item100000000005,5
702	item250000000000,1;item100000000005,5
703	item250000000000,1;item100000000005,5
704	item250000000000,1;item100000000005,5
705	item250000000000,1;item100000000005,5
706	item250000000000,1;item100000000005,5
707	item250000000000,1;item100000000005,5
708	item250000000000,1;item100000000005,5
709	item250000000000,1;item100000000005,5
710	item250000000000,1;item100000000005,5
711	item250000000000,1;item100000000005,5
712	item250000000000,1;item100000000005,5
713	item250000000000,1;item100000000005,5
714	item250000000000,1;item100000000005,5
715	item250000000000,1;item100000000005,5
716	item250000000000,1;item100000000005,5
717	item250000000000,1;item100000000005,5
718	item250000000000,1;item100000000005,5
719	item250000000000,1;item100000000005,5
720	item250000000000,1;item100000000005,5
721	item250000000000,1;item100000000005,5
722	item250000000000,1;item100000000005,5
723	item250000000000,1;item100000000005,5
724	item250000000000,1;item100000000005,5
725	item250000000000,1;item100000000005,5
726	item250000000000,1;item100000000005,5
727	item250000000000,1;item100000000005,5
728	item250000000000,1;item100000000005,5
729	item250000000000,1;item100000000005,5
730	item250000000000,1;item100000000005,5
731	item250000000000,1;item100000000005,5
732	item250000000000,1;item100000000005,5
733	item250000000000,1;item100000000005,5
734	item250000000000,1;item100000000005,5
735	item250000000000,1;item100000000005,5
736	item250000000000,1;item100000000005,5
737	item250000000000,1;item100000000005,5
738	item250000000000,1;item100000000005,5
739	item250000000000,1;item100000000005,5
740	item250000000000,1;item100000000005,5
741	item250000000000,1;item100000000005,5
742	item250000000000,1;item100000000005,5
743	item250000000000,1;item100000000005,5
744	item250000000000,1;item100000000005,5
745	item250000000000,1;item100000000005,5
746	item250000000000,1;item100000000005,5
747	item250000000000,1;item100000000005,5
748	item250000000000,1;item100000000005,5
749	item250000000000,1;item100000000005,5
750	item250000000000,1;item100000000005,5
751	item250000000000,1;item100000000005,5
752	item250000000000,1;item100000000005,5
753	item250000000000,1;item100000000005,5
754	item250000000000,1;item100000000005,5
755	item250000000000,1;item100000000005,5
756	item250000000000,1;item100000000005,5
757	item250000000000,1;item100000000005,5
758	item250000000000,1;item100000000005,5
759	item250000000000,1;item100000000005,5
760	item250000000000,1;item100000000005,5
761	item250000000000,1;item100000000005,5
762	item250000000000,1;item100000000005,5
763	item250000000000,1;item100000000005,5
764	item250000000000,1;item100000000005,5
765	item250000000000,1;item100000000005,5
766	item250000000000,1;item100000000005,5
767	item250000000000,1;item100000000005,5
768	item250000000000,1;item100000000005,5
769	item250000000000,1;item100000000005,5
770	item250000000000,1;item100000000005,5
771	item250000000000,1;item100000000005,5
772	item250000000000,1;item100000000005,5
773	item250000000000,1;item100000000005,5
774	item250000000000,1;item100000000005,5
775	item250000000000,1;item100000000005,5
776	item250000000000,1;item100000000005,5
777	item250000000000,1;item100000000005,5
778	item250000000000,1;item100000000005,5
779	item250000000000,1;item100000000005,5
780	item250000000000,1;item100000000005,5
781	item250000000000,1;item100000000005,5
