NPC编号	对象类型	名称	头像	描述	精灵品质	动作集	模型编号	魔灵蛋裂开模型	圆柱高度	圆柱半径	UI界面模型倍数	UI界面模型位置	UI界面模型角度	场景模型倍数	属性值ID	常驻美术特效	奔跑音效	重生魔灵	原型魔灵	孵化时间	升级每点经验价格	可骑乘人数	骑乘动作集	骑乘玩家名字偏移	AI信息	交互培养经验	动作ID	种族编号	续费途径	家园战宠停留时间	家园战宠移动数组	进阶组
egg_1018	EggPetNpc	name_egg_1018	g701_portrait02	Des_egg_1018	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1019	EggPetNpc	name_egg_1019	g701_portrait02	Des_egg_1019	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					3600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1020	EggPetNpc	name_egg_1020	g701_portrait05	Des_egg_1020	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1021	EggPetNpc	name_egg_1021	g701_portrait03	Des_egg_1021	1	20	g701|body|g701_body_t021	g701|body|g701_body_t022;g701|body|g701_body_t023	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1022	EggPetNpc	name_egg_1022	g701_portrait03	Des_egg_1022	1	20	g701|body|g701_body_t021	g701|body|g701_body_t022;g701|body|g701_body_t023	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1023	EggPetNpc	name_egg_1023	g701_portrait03	Des_egg_1023	1	20	g701|body|g701_body_t021	g701|body|g701_body_t022;g701|body|g701_body_t023	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1024	EggPetNpc	name_egg_1024	g701_portrait04	Des_egg_1024	2	20	g701|body|g701_body_t031	g701|body|g701_body_t032;g701|body|g701_body_t033	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					1800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1025	EggPetNpc	name_egg_1025	g701_portrait04	Des_egg_1025	2	20	g701|body|g701_body_t031	g701|body|g701_body_t032;g701|body|g701_body_t033	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					1800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1026	EggPetNpc	name_egg_1026	g701_portrait04	Des_egg_1026	2	20	g701|body|g701_body_t031	g701|body|g701_body_t032;g701|body|g701_body_t033	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					1800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1027	EggPetNpc	name_egg_1027	g701_portrait04	Des_egg_1027	2	20	g701|body|g701_body_t031	g701|body|g701_body_t032;g701|body|g701_body_t033	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					1800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1028	EggPetNpc	name_egg_1028	g701_portrait04	Des_egg_1028	2	20	g701|body|g701_body_t031	g701|body|g701_body_t032;g701|body|g701_body_t033	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					1800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1029	EggPetNpc	name_egg_1029	g701_portrait04	Des_egg_1029	2	20	g701|body|g701_body_t031	g701|body|g701_body_t032;g701|body|g701_body_t033	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					1800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1030	EggPetNpc	name_egg_1030	g701_portrait04	Des_egg_1030	2	20	g701|body|g701_body_t031	g701|body|g701_body_t032;g701|body|g701_body_t033	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					1800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1031	EggPetNpc	name_egg_1031	g701_portrait04	Des_egg_1031	2	20	g701|body|g701_body_t031	g701|body|g701_body_t032;g701|body|g701_body_t033	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					1800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1032	EggPetNpc	name_egg_1032	g701_portrait02	Des_egg_1032	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					3600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1033	EggPetNpc	name_egg_1033	g701_portrait05	Des_egg_1033	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1034	EggPetNpc	name_egg_1034	g701_portrait02	Des_egg_1034	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					3600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1035	EggPetNpc	name_egg_1035	g701_portrait02	Des_egg_1035	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					3600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1036	EggPetNpc	name_egg_1036	g701_portrait02	Des_egg_1036	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					3600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1037	EggPetNpc	name_egg_1037	g701_portrait02	Des_egg_1037	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					3600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1038	EggPetNpc	name_egg_1038	g701_portrait05	Des_egg_1038	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1039	EggPetNpc	name_egg_1039	g701_portrait05	Des_egg_1039	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1040	EggPetNpc	name_egg_1040	g701_portrait05	Des_egg_1040	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1041	EggPetNpc	name_egg_1041	g701_portrait05	Des_egg_1041	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1042	EggPetNpc	name_egg_1042	g701_portrait05	Des_egg_1042	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1043	EggPetNpc	name_egg_1043	g701_portrait05	Des_egg_1043	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1044	EggPetNpc	name_egg_1044	g701_portrait05	Des_egg_1044	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					28800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1045	EggPetNpc	name_egg_1045	g701_portrait05	Des_egg_1045	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					28800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1046	EggPetNpc	name_egg_1046	g701_portrait05	Des_egg_1046	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					28800	0	0	27		PetNpc,1,11	0		0		0		0
egg_1047	EggPetNpc	name_egg_1047	g701_portrait06	Des_egg_1047	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1048	EggPetNpc	name_egg_1048	g701_portrait06	Des_egg_1048	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1049	EggPetNpc	name_egg_1049	g701_portrait06	Des_egg_1049	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1050	EggPetNpc	name_egg_1050	g701_portrait06	Des_egg_1050	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1051	EggPetNpc	name_egg_1051	g701_portrait06	Des_egg_1051	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1052	EggPetNpc	name_egg_1052	g701_portrait06	Des_egg_1052	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1053	EggPetNpc	name_egg_1053	g701_portrait06	Des_egg_1053	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1054	EggPetNpc	name_egg_1054	g701_portrait06	Des_egg_1054	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1055	EggPetNpc	name_egg_1055	g701_portrait06	Des_egg_1055	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1056	EggPetNpc	name_egg_1056	g701_portrait05	Des_egg_1056	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1057	EggPetNpc	name_egg_1057	g701_portrait05	Des_egg_1057	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1058	EggPetNpc	name_egg_1058	g701_portrait02	Des_egg_1058	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					3600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1059	EggPetNpc	name_egg_1059	g701_portrait02	Des_egg_1059	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					3600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1060	EggPetNpc	name_egg_1060	g701_portrait05	Des_egg_1060	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1061	EggPetNpc	name_egg_1061	g701_portrait05	Des_egg_1061	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1062	EggPetNpc	name_egg_1062	g701_portrait02	Des_egg_1062	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					3600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1063	EggPetNpc	name_egg_1063	g701_portrait05	Des_egg_1063	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1064	EggPetNpc	name_egg_1064	g701_portrait05	Des_egg_1064	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1065	EggPetNpc	name_egg_1065	g701_portrait05	Des_egg_1065	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1066	EggPetNpc	name_egg_1066	g701_portrait05	Des_egg_1066	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1067	EggPetNpc	name_egg_1067	g701_portrait05	Des_egg_1067	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1068	EggPetNpc	name_egg_1068	g701_portrait05	Des_egg_1068	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1069	EggPetNpc	name_egg_1069	g701_portrait06	Des_egg_1069	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1070	EggPetNpc	name_egg_1070	g701_portrait05	Des_egg_1070	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1071	EggPetNpc	name_egg_1071	g701_portrait05	Des_egg_1071	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1072	EggPetNpc	name_egg_1072	g701_portrait05	Des_egg_1072	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1073	EggPetNpc	name_egg_1073	g701_portrait05	Des_egg_1073	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1074	EggPetNpc	name_egg_1074	g701_portrait05	Des_egg_1074	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1075	EggPetNpc	name_egg_1075	g701_portrait05	Des_egg_1075	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1076	EggPetNpc	name_egg_1076	g701_portrait05	Des_egg_1076	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1077	EggPetNpc	name_egg_1077	g701_portrait05	Des_egg_1077	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1078	EggPetNpc	name_egg_1078	g701_portrait05	Des_egg_1078	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1079	EggPetNpc	name_egg_1079	g701_portrait02	Des_egg_1079	3	20	g701|body|g701_body_t011	g701|body|g701_body_t012;g701|body|g701_body_t013	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					3600	0	0	27		PetNpc,1,11	0		0		0		0
egg_1080	EggPetNpc	name_egg_1080	g701_portrait05	Des_egg_1080	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1081	EggPetNpc	name_egg_1081	g701_portrait06	Des_egg_1081	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
egg_1082	EggPetNpc	name_egg_1082	g701_portrait05	Des_egg_1082	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1083	EggPetNpc	name_egg_1083	g701_portrait05	Des_egg_1083	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1084	EggPetNpc	name_egg_1084	g701_portrait05	Des_egg_1084	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1085	EggPetNpc	name_egg_1085	g701_portrait05	Des_egg_1085	4	20	g701|body|g701_body_t041	g701|body|g701_body_t042;g701|body|g701_body_t043	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					14400	0	0	27		PetNpc,1,11	0		0		0		0
egg_1086	EggPetNpc	name_egg_1086	g701_portrait05	Des_egg_1086	5	20	g701|body|g701_body_t051	g701|body|g701_body_t052;g701|body|g701_body_t053	1.500000	0.500000	2.000000	0;0.3;0	0.000000	2.000000	900000000					43200	0	0	27		PetNpc,1,11	0		0		0		0
